_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
,4/18/2011 22:14,(25-34),Female,Patient,2 to less than 5 years,Other,5,5,5,0,
,4/18/2011 19:22,,,None,None,Attention Deficit Disorder with Hyperactivity,5,5,5,1,
dude,4/18/2011 18:10,(25-34),Male,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,10,"I have beem on adderall for about a year now. I started with 39mg 2x a day. It was a ;miracle; drug. I had motivation  great concentration and I was like superman. I could work out for hours non stop for hours and stayed up for up to 5 days in a row just cleaning and remodeling the house. With tine the medication looses its potency because u develop a tolerance. First was 60mg a day than 90mg  than 129mg and now im on 159mg-30mg 5x daily). I used to be able to take hakf of a 30mg tab when I started and be superman. Than taking it oraly did not work for me unless I tripled my dose. So I started crushing and snorting the drug. Right now my tolerance is so high I can snort 150mg very easy. Whats next 180mg? Probably My One time I lost my pills and I was literally narcoleptic  sleeping about 16hrs a day going through crazy withdtawals and not knowing what to do with myself. I felt I was literally going to loose my mind. I was so sick(head sick) that I could barely make my doctors appointment to get a new script. If I didnt have my xanex for the withdrawal I probably would have killed myself.
This drug is very effective but also super sddictive. The sad thing is they give this drug to little 3 year old kids whos parents cant be real parents and want a magic solution that comes in pill form. Think about it amphetamine=adderall. Adderall is lagalized speed. How do you give a 3 or 4 year old amphetamines. Their four and supposed to be roudy and have alot of energy and stamina.Their $!!!!!
Overall I think its an excelent drug if it is prescribed properly by a doctor. It helps my depression and fatigue problems as well.Motivation  concentration  determination=dependance."
cathy,4/18/2011 12:17,(45-54),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,0,
Valerie,4/17/2011 17:37,(25-34),Female,Patient,less than 1 month,Recurring Sleep Episodes During the Day,3,4,4,1,I was prescribed Adderall XR 30mg  one capsule in the morning(may increase to 2 capsules daily if needed) so now i taking 60mg when i wake up in the mornings  so i was wondering if i should be splitting my dose to morning and afternoon?please help me
little mama,4/14/2011 14:23,(3-6),Female,Caregiver,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,4,5,8,My son was put on in February and has done wonderfully on it. His teacher told me she noticed a difference in him the very first day.The only problem I have is the mood swings after it wears off
dave75b,4/14/2011 10:37,(35-44),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,3,4,4,21,"I am 35 years old and have been taking Adderal for 6 months now. Although it has helped me focus on tasks and allowed me to complete projects without a problem it has also made me almost obsessed with whatever the task is that I am doing. For example  I wanted to clean my pantry counter  a quick spray with some cleaner and wipe it down  no big deal right. About three hours later I realized I had cleaned the counter  the stove inside and out  the dishwasher  sink  floor  and organized the cabinets. It felt as if I had to keep cleaning until everything was perfect and it just feels strange. Some may say that is a good thing but If I had video taped it I probably would of looked like a crazy person while doing it. Also  I lost a good amount of weight since taking Adderal and now I feel I am to thin. I am 5'7"" and my weight was 155lbs before the Adderal  I looked healthy. My weight went down to 132lbs and I looked sick but did manage over the last few months to get up to 145lbs. I take 50mg a day  30mg in the am and 20mg around noon. I have tried lowering the dose but it did absolutly nothing for me and without the second dose I end up crashing and want to nap by 2pm so the seond dose is basically to keep me going till bedtime. I do have trouble sleeping and even more trouble waking up but once I take my morning pill a half hour later I am good to go. Well that is my experience with Adderal so far  oh yeah  one more thing to add. I don't know if this happens to anyone else but I notice my hands and feet feel real cold at times and even though I will be sweating I am always cold. Well take care everyone  hope everyone has a great day."
Luleena,4/13/2011 23:03,(45-54),Female,Patient,6 months to less than 1 year,Other,3,4,3,5,My doc wanted to give me more Zoloft for my depression  but I was afraid it would make me tired and gain weight. Since I was also complaning about having difficulty concentrating at work  he added 10xr adderall. (i usually only take 1/2 - 2/3 of the dose tho.) It has definitely helped with my mood and with concentration. It has also made me just slightly more aggressive which so far seems to be a good thing  since I tend to hide when it would be good for me to assert myself. It gives me gas tho  and although sometimes no appetite  I haven't lost any weight! Am a little anxious and worry about it being addictive.
,4/13/2011 20:05,(45-54),Female,Patient,1 to less than 2 years,Other,5,4,4,1,complete taskwell  more focused  think quicker  make better decisions.
none,4/12/2011 12:54,(45-54),Female,None,None,Attention Deficit Disorder with Hyperactivity,5,3,4,3,I have had a good experiment with this drug  except Im getting sores all over my aems  kegs and scalp.  I feel like I have electric all over my body  especially my head.
,4/10/2011 1:53,(25-34),Female,Patient,1 to less than 2 years,Recurring Sleep Episodes During the Day,5,5,5,6,I started taking this medication because I was tired all day long  but yet had trouble sleeping at night! I also have alot of trouble focusing  staying on task  & just getting through my day! This medication has helped me tremdiodsiously! I take it only as prescribed  & I haven't had any problems on it!
jsinthe14,4/8/2011 18:42,(25-34),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,2,can cause bad bowel movements one to two hours after taking.
,4/8/2011 2:43,(55-64),Female,Patient,1 to less than 2 years,Other,4,4,4,5,Adderall was prescribed for fatigue associated with fibro. also  i have problems focusing and concentrating and adderall has greatly improved these areas of my illness   the only problem i have is if i take it too late in the day  i may not sleep as i should.  i.e. i would sleep 4 hours instead of my normal 8 or 9 hours.
brook_E001@yahoolcom,4/7/2011 1:49,(25-34),Female,Patient,2 to less than 5 years,Recurring Sleep Episodes During the Day,4,4,5,5,I was just diagnosed with Hypersomnolence about 1 year ago. I have tried everything available(or close to)  and Adderall has been the only thing that has made a significant difference in my life and has in fact improved my quaity of life!! I would not even attempt to try something else. Why screw with a good thing!!
KB,4/6/2011 18:53,(25-34),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,4,4,4,16,I take 10mg twice daily  once in the morning ~8-9am  and again between 12 and 1pm. Have been doing so for about 6-7 yrs. Only other ADD med I've tried was Ritalin for a short time  which didn't seem as helpful.  Pros
,4/3/2011 3:33,(25-34),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,13,As a child I was never able to stay focused. Or never could recall what I had read and never could stay on task. I have ben taking adderall for over five years now and I am thirty four. What a breaktrhough! I am on time now to special events work social gatherings  I can say with out a doubt this med has worked wonders and changed my life. With no side effects. If you think you have ADHD this could be the help you need. To get your life back!
robbie2510,3/31/2011 23:14,(19-24),Male,Patient,1 to less than 2 years,Other,3,4,4,3,When starting ADD i was giving 20mg twice daily. Which is way to much!! I can only try to explain the best i can on how this drug effects me. If you want a good review on the pro's and con's of this drug  here you go. Pros. Longer Attention Span. You feel Great. Eat less. Creativity. Talk talk talk. Cons
,3/31/2011 13:39,(25-34),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,14,I was diagnosed with ADHD when I was 24 and my physician prescribed me 1 20mg pill twice daily. I am 29 now and I have been on the same dosage for 5 years and it has helped me turn my life around. I can stay on task at work and actually listen to my wife when she is talking to me. My treatment has been monitered by my doctor the entire time and I have experience no adverse reactions. I would recomend this medication to anyone that cannot keep their thoughts organized and stay on track. It surely helped me.
Alex,3/31/2011 4:09,(19-24),Male,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,13,This was the only medication that I had a good reaction to. And the only side effect I have is decreased appetite. If you're worried about becoming addicted  just take a break from it every once in a while. That's what I've done  and I've never had trouble stopping.
,3/31/2011 2:25,(19-24),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,1,5,5,10,I abused Adderall and got highly addicted and had to go to treatment.  The hospital sent me a bill  I will owe at least $2 000 out of pocket for my addiction  probably more.
puny,3/30/2011 14:40,(35-44),Male,Patient,less than 1 month,Other,5,5,5,1,how long does it stay in your system if you take 1 a day
hopeful,3/27/2011 14:54,(35-44),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,4,5,11,I am 40 yrs. old and have been on Adderall 20 mg 2x a day for 2 yrs. now. I am also on a BP med and Effexor XR.  All taken together have proven just how productive I am at completing tasks at work.  Although I have found that there is an interaction when I take the Adderall and Effexor together  so now I allow at least 2 hrs. after taking Adderall before taking Effexor. The great thing is I have always been able to sleep really well.  After trial and error with other ADD meds found this to be most effective.  However at 3
jodi.world@yahoo.com,3/24/2011 20:29,(35-44),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,10,I was diagnosed in 1990 with ADHD. I've tryed every thing nothing really worked like Adderall. It changed my life. I can consintrate  am organized and focus better. no side effects.
porsham,3/24/2011 11:07,(25-34),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,8,I am 25 and just found out offically that i had add. im taking 10mg 2x aday and besides not being able to sleep and the weight loss  adderall is the best thing that could have ever happen to me.
,3/23/2011 18:49,(19-24),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,18,Adderall has been a lifesaver.  Once again  I was faced with the possibility of losing my job for trivial errors
peacedreami,3/21/2011 18:17,(25-34),Female,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,1,5,4,25,"I took this drug from 2001 through 2010 and unfortunately never realized that this drug was the cause of intense calf pain and horrible circulation in my legs and hands. My feet used to literally turn blue. My legs in general were always bluish. I went to dozens of doctors over the past decade for a diagnosis. I even proactively asked the doctors if adderral could be causing the awful calf pain (which was the result of such poor circulation). The doctors all told me ""no"". FINALLY  I found an incredible doctor who researched my pain extensively and told me that adderral may indeed be the cause of the freezing cold hands and feet  as well as awful pain in my legs. Adderral is AWFUL to get off of. VERY DIFFICULT. I'm now off adderral and my pain is 90% better and I no longer have blue hands and feet. This drug can work wonders...but it has the potential to cause many health problems."
Rachel Dayhuff,3/20/2011 18:57,(65-74),Female,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,4,5,4,6,I would love to find something else but I have had 2 serious head injurys.I've been taking it for about 12 years.I also have severe depression at times.But I don't think anything will ever take that totally away I have been thru too much to even print.
,3/20/2011 2:13,(35-44),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,14,"i was diagnosed 11 months ago at the age of 40.  Finally couldn't cope with juggling everything...i was actually excited to have an answer to my disorganization and rambling sentences..

Adderall has made SUCH a difference (although CHANTIX interacted - blocked it and my Lexapro!) 

I started Adderall and i could tell a difference in a day in my brain processes - my supervisor noticed it within 5 days - my frens and my employees will tell me occasionally ""did you take your adderall"" and i'll check and sure enough i didn't!

its not a magic bullet - i still fight to focus on some days - particularly if i didn't get enough sleep.  That being said - had i been diagnosed 10 years ago  there were a LOT of stupid decisions that might not have been made..."
Marg,3/17/2011 22:21,(55-64),Female,Patient,1 to less than 2 years,Recurring Sleep Episodes During the Day,4,3,4,1,I was having trouble keeping awake when driving to work in the morning and evening  I was taking the Adderall in morning and lunch and it was working very well I now take it only in the morning I can get through the afternoon driving with out the aid of the medication
,3/17/2011 19:39,(25-34),Female,Caregiver,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,5,5,6,My 12 year old son has been on this med for a 3 months now. He is a changed kid. He can focus on school work and complete all his chores at home with out us having to yell at hima ll the time.
aj,3/17/2011 12:07,(19-24),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,4,work very well but when i dont take it i notice. it is very addicting and should not be taken unless absolutely needed  i have been taking adderall for almost 5 years and i couldnt finish a single task without t
Commentinghighschooler,3/16/2011 15:34,(13-18),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,4,3,5,4,can not have an appetite after taking medication  also makes you awake at night. Caffenine worsens it. Occasionaly  it may cause your eye to twitch.
,3/16/2011 15:22,(13-18),,Caregiver,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,1,1,2,has experienced lower back disconfort could this be linked to use of adderall
,3/15/2011 21:38,(19-24),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,5,Prior to taking Adderall  I never got anything accomplished  and was always getting yelled at by my parents for not finishing tasks that were assigned. I was never able to do school work or focus on work at all. Taking Adderall now has changed my inefficient ways.
dct30316,3/14/2011 20:53,(25-34),Male,Patient,5 to less than 10 years,Recurring Sleep Episodes During the Day,3,3,3,1,Some days the medicine is clearly working and other days it doesn't
JmCarp1977,3/14/2011 12:01,(25-34),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,4,I have Been taken this for Two Months  I Have noticed that I am able to finish what I start with out worrying about what is next.My demeanor is much Better also...
,3/10/2011 15:52,(19-24),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,11,This medication was like being born again. My constant impulsive behavior and concentration issues had been plaguing me for as long as I could remember. I was misdiagnosed when I was younger but went back as an adult and was prescribed Adderall XR. It's like I can do things other people have always had an easy time doing  and overall it has allowed me to make more rational decisions.
Lionheart,3/7/2011 23:15,(19-24),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,4,5,4,21,"This medication has its pros and cons. I've never been able to focus on anything for more than 30 minutes at most  especially with work and school. It took a while to figure out what worked for me  but due to insomnia I use the instant release tablets since they wear off by the end of the day. I take 15 to 30 mg per day and it works wonderfully. I feel like I can actually function like ""normal"" people. The downside is that this is a stimulant so it will wake you up and makes sleeping difficult. It also causes a loss of appetite  which can be rather difficult to deal with. After taking a dose  it becomes nearly impossible to eat. Even forcing food down with liquids is a chore. It's as if food has no appeal or satisfying taste. Another negative side-effect of the instant release tablets is the comedown. Since this is a stimulant similar to speed/cocaine/meth  it can have an intense comedown. I become very easily agitated (little things will set me off)  I get headaches  and I overall just feel sick. This is more intense if you haven't been eating throughout the day and if your taking a higher dose. Being aware of how crappy the comedown is makes it easier to deal with. I now can control my mood very well during my comedown and it now rarely affects me. I am not recommending this since it is an illegal solution (unless you have a medical prescription)  but ""herbal"" use has been extremely helpful with the side-effects. Once my day is over and my comedown is beginning to make me feel sick  a little greenery goes a long way. It removes all the negative moods and headaches  restores my appetite  and helps me fall asleep. I can not believe such a helpful drug is illegal  because I would be (more) underweight and sick without it. It's what works for me and my prescribing psychiatrist is aware of my use  but I'm not here to preach about it.
Basically  Adderall side-effects can be ROUGH  but without it I could never manage to work 8 hour days or sit through night class."
,3/3/2011 14:36,(13-18),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,4,it helps me concentrate at school  work   etc.
lizzzmx,3/3/2011 10:36,(13-18),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,1,5,1,14,I have experienced the worst days of my life while on this medicine. If you want to feel like your chained into being a person you're not  take this medicine. I can promise you will be happier overall if you don't.
silvab1,3/2/2011 18:47,(35-44),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,0,
,3/2/2011 16:54,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,1,
,3/2/2011 16:47,(45-54),Female,Patient,6 months to less than 1 year,Other,5,5,5,3,this helps me concentrate and seems to help my fibromyalgia
fibronmyalgia,2/26/2011 17:31,(35-44),Female,Patient,2 to less than 5 years,Other,2,2,2,2,I have very bad headaches when I take this med  alos I have lost a lot if weigh about 65 lbs in 6 months on this drug also I just found out my care takers has been taking my drugs We had to let her go last night . I have had this person for almost 5 yr=ears careing for me nd o find this out has just mad me so sad  She al so has been taking my Methadone and pain meds  
Working Mom,2/26/2011 14:46,(25-34),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,5,8,As an adult and a family history of heart disease  I find the non extended release tabletsto be more effective and less impact on sleep at night time. I do find that close monitoring of this drug is very important. Also quiting smoking  interatctions with other medicaitions that can effect the heart is very important to discuss with the doctor. Also taking holidays from the drug is difficult with the side effects but helps to decrease tolerance and decrease having the medication dose increased. With taking these steps this drug as dramatically improved my life at work and home.
,2/26/2011 8:07,(45-54),Male,Patient,less than 1 month,Other,3,3,3,0,
stud4studosu,2/23/2011 7:51,(19-24),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,3,4,5,2,"I have higher than normal blood pressure  so I stopped smoking and reduced my caffeine intake before asking my doctor about it.  I would have been considered a light ""on and off"" smoker; probably 3-5 per day for a few months  then I'd stop for a few months  and repeat.  

Two weeks afterward  I decided to go out a few nights and had a few cigs at the bar.  The next day when I took my Adderall  I had an immediate urge to smoke.  It was to the point that I wanted to smoke up to a whole pack in a day.

Being as it's a stimulant  it definitely helped me focus on schoolwork.  I've been on a number of psychiatric meds  most of which killed off my libido and led to sexual dysfunction.  My libido went sky high  but it destroyed my ability to perform.  I'm sure it was caused by the Adderall in addition to smoking because I checked my blood pressure about a month later and it spiked to 165/80.

I also have seasonal depression  and during this period the Adderall made me irritable.  Eventually  the depression killed off the effects of Adderall.  I just started an antidepressant  so hopefully this will correct it.

Be very careful if you have high blood pressure  smoke  or consume excessive amounts of caffeine.  If you anxiety  depression  or bipolar disorder  as I do  you may have better results with the Adderall in treating ADHD."
afteradamandeve,2/22/2011 23:27,(45-54),Female,Patient,5 to less than 10 years,Recurring Sleep Episodes During the Day,2,2,5,0,
TeachingMomma,2/21/2011 20:50,(35-44),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,4,5,6,Boy it has helped me to focus  truly  but I do have trouble sleeping and I find myself rubbing my tongue against my teeth in certain/consistant spots often.
Chautaugua,2/18/2011 12:27,(25-34),Female,None,None,Other,4,5,5,2,I have a 2 year old and 6 month old twins. In the beginning  I thought I had lost my mind. Now  being on adderall  I can remember things again  I can focus again  I can multi-task like crazy!!! This is a great drug for moms with a full plate. The only negative I have noticed is my patience isn't as great as it used to be. An added bonus though is that I am thinner now than before I got pregnant with my twins.
,2/17/2011 0:15,(55-64),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,4,5,1,
Shyboi30,2/16/2011 17:20,(25-34),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,2,2,1,25,I'm a 30 year old white male who is a recovering addict from meth. I'm diagnosed with ADD w\o Hyperactivity. My life has been a stuggle. I lived with this disorder untreated for most of my life. this is how I found my way to meth addiction before I found out my real problem.  I want everyone to know that this medication is nothing like meth. A lot of people say that it is and a lot of people believe that it is. Let me  being someone who has experienced both. Tell you that it is not at all the same.  To be honest with you I wish that it was. Do not think that in anyway I'm trying to say that meth is a good drug in anyway. What I'm saying is  is that meth for people with ADD is a form of self medication and its addicting to us because we become normal people. I had high hopes that this medication would have some of the positive results that meth offers and none of the negative attributes of that drug.  I'm pretty sure I can tell you why this medication is addictive to people though. I've been on a lot of different medications and have learned well how to evaluate their effect on my life. This medication is the most difficult to figure out dosage and the most inconsistent medication I have ever dealt with. This medication can be addicting for us because we are tired of living our lives with ADD. When you take the medication and get varied and inconsistent results you want positive results so you take more to try to find that place where it helps you and remains effective. Its not a medication that you can just take the dosage when your supposed to and it will do what its supposed to. So far I'm not pleased with adderall. I will probably ask my doctor for something else on my next visit and pray that something else will work better for me. I know that this medication helps some people and I really wish that I was getting those kind of results. It would be nice to be able to speak with other people taking this medication and see what their experience has been like.
linzee4x20@aol&gt;com,2/15/2011 15:41,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,10,"i was suffering with adhd and when i atarted taking adderall i was kinda tired the first few days but when it got all the way in my systom i was amazed that i could foucus on one  thing and was not running around like a chicken with my head cut off i find that it has really helped me with work school and at home i am  more atttentive and in controle
thanks 
lindsy"
leesha,2/14/2011 21:46,(3-6),Male,Caregiver,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,4,5,0,
bb,2/12/2011 20:58,(19-24),Male,None,None,Attention Deficit Disorder with Hyperactivity,3,3,3,0,
sherry,2/13/2011 15:34,(25-34),Male,Caregiver,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,3,5,3,my son has been taking this drug for a few yrs and he is on the 20 mg tablets 2 x a day and it seems to not be working as well as it use to . is there any adderall that is a little stronger that will work better he has tried the vyavanse and he cannot take them . he was on ritalan as a small child but i dont know much about it anymore so if someone could help me help my son
KaeMae,2/11/2011 16:21,(19-24),Female,Patient,1 to 6 months,Other,5,5,5,9,I was diagnosed with depression years ago  took all the usual garden variety anti depressants and nothing helped  in fact several made it worse and quitting Paxil was the worst 6 months I ever endured. So my therapist decided to look for alternative treatments. She gave me a ADD test  I guess you could call it and almost 80% of my symptoms overlapped with ADD. So I started out with 20 mg XR Adderall  it worked great  was on it for 3 months and recently I have been changed to 30 mg XR  which works even better. My symptoms have all but disappeared  I have a new lease on life  I can't believe what I had missed all my life  this drug really saved my life
RMH,2/11/2011 11:27,(55-64),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,9,What a God-send this drug is.  I finally went on it this past August.  Believe it or not  I can now follow recipes and make dinner (which was an ultimate disaster prior).  I had trouble concentrating at work  lost my job  and now I am whole and functioning.  Bon Apetit~
peter,2/11/2011 2:25,(45-54),Male,Caregiver,less than 1 month,Attention Deficit Disorder with Hyperactivity,2,2,2,1,child still is in high gear.
jbeg1717,2/8/2011 22:38,(45-54),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,4,7,I was able to overcome a variety of problems I was having
Mike Wallace,2/7/2011 17:53,(45-54),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,4,5,3,I find it has helped a lot more than Ritalin which I was taking for a number of years. It's more effective  consistent and the side effects are less pronounced.
,2/6/2011 14:22,(25-34),Female,Patient,1 to 6 months,Recurring Sleep Episodes During the Day,1,3,2,0,
,2/4/2011 15:59,(3-6),Male,Caregiver,1 to 6 months,Attention Deficit Disorder with Hyperactivity,3,4,4,5,My son is on Adderall and has been on it for almost 3 months  they have just given him a higher dose and it seems to make him sleepy and have a loss of appetite. When he was on 5mg he was ok but seemed like it wore off too soon. Im a little mixed about it  I have seen a change in his mood and his attention which is good  but like I said he seems sleepy and has no appetite( he is a big eater by the way).
denise,2/3/2011 22:01,(35-44),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,3,3,3,0,sometimes it works sometimes it doesnt
Josh,1/31/2011 15:46,(19-24),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,1,4,4,18,I have taken adderall for about 8 years now.  I have some mixed feelings about it.  I would not recomend it because of soo many mood swings  and it is very addictive.  It really helps me like the hour after i take it and after that i feel tired and disinterested and not in a real good mood.  It also made me lose my appatite in the mourning and I would have to force me to eat then later on in the afternoon I would be starved cause i hadn't ate much earlier because the pills made me not hungry.  This stuff did calm me down to some extent but I became a whole different person when I was on this and it changed my personality and that was not a good thing.  My grades in school did greatly improve on this stuff.  And it does work immediatly when I take it.  I also noticed though when I took this it made me focus but made me focus on things I shouldn't be focused on.  This makes you feel awake when you first take it then like right after lunch time you feel completly ezhausted and you can't focus on anything  plus i would get headaches every day.  This stuff did temperaily put you in a real good mood like 15 min after you take it then all the sudden you were in a bad mood.  This stuff works great for like a couple years  then after a while you feel addicted to this drug and like it consumes your life.  There are too many ups and downs with this and a different moods every hour.  And without this drug I am not a moodie guy at all.  So I would not reccomend this stuff at all.  This stuff will mess you up.  Try Ritlen I took it for a while it seemed a bit better.
DudeBerger,1/31/2011 15:14,(35-44),Male,Patient,less than 1 month,Other,4,5,5,1,"My Psychiatrist prescribed this medication to me (10mgs  2x daily) to treat a condition he called ""Pseudo Dementia"" associated with my severe depression. I've tried all kinds of drugs in all kinds of combonations and dosages  and the Adderall has been the only thing that helps with the dementia  plus helps with the depression and anxiety issues. It is a C2 medication  so you have to be careful that you take it EXACTLY as prescribed."
anastasia,1/30/2011 7:08,(19-24),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,4,4,1,im really hyper and cant sit still every long and i need to be able do school work
double d,1/27/2011 18:04,(55-64),Male,None,None,Attention Deficit Disorder with Hyperactivity,4,3,4,1,so far so good  only problem is poor sleeping....am now trying Tylenol pm will see how that goes
Sttomcat3,1/27/2011 13:19,(35-44),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,15,I've had ADHD all my life  and unfortunatly was not on corrective medications throughout childhood. The disorder had a serious impact on my academic and social development as well as my being able to maintain gainfull employment. ADHD symptoms always left me scatter-brained  unable to focus  and made me a slow learner. Adderall has changed that over these past 6 years.
shooter320z,1/24/2011 14:02,(35-44),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,3,5,5,6,Was on a ritalin schedule as a child and it was suggested that i might benefit from adderall. by day 2 i was amazed at how effective it actually was. never before have i had the drive or attention to detial as i have with this medication. now well into month 7 of the taking it i have developed itchy acne like sores on my face. they started bout 2 mnths ago n i have come to the conclusion that they are a result of the adderall. while i once had fair skin i now look like a meth addict. this med have wonderful effectiveness but im reconsidering since having lost what was once a pock free face.
banana,1/24/2011 3:09,(13-18),,Patient,less than 1 month,Other,1,2,2,5,"Be very careful when choosing to take this drug  or any amphetamine. If you look at the pamphlet  I experienced the ""rare but serious side effect"". I basically had something that mimicked a heart attack on the 1st dose. For months I had chest tightness  weakness on the left side of my body  and felt like I could pass out all the time. It's rare... but it does happen. And it ruined my year. I'm ok now  but I was worried for months that I had damaged my heart at the age of 16. Just... be careful. Try to work with your ADHD without amphetamines. They're basically speed."
gigi,1/23/2011 1:16,(25-34),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,4,4,A calmness with ability to focus on one thing
,1/21/2011 21:50,,,None,None,Other,1,2,1,10,CAUTION
cowgirl30,1/21/2011 11:53,(25-34),Female,Caregiver,10 years or more,Attention Deficit Disorder with Hyperactivity,5,5,5,6,It is a very good weight losses pill.
Christy,1/18/2011 21:09,(25-34),Female,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,5,4,5,7,So far so good the first week was hard while my body was adjusting to the medication  it felt as though I was on overdrive. Now I don't notice anything after taking the adderall my jitters have deceased and my focus has improved  I am now able to sleep through the night.
,1/17/2011 0:43,(13-18),,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,1,5,3,9,It worked really well for my ADD  but after a few years of taking it I developed a tic and had to stop taking the pills.
Laura,1/16/2011 14:47,(35-44),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,7,Diagnosed as an adult with ADHD along with being bi-polar. First I was taking the 25mg which worked great but then effectiveness dropped. I was then put on the maximum dosage and did well for several years. Lately I have noticed it does not seem to be working as well. Use to give me energy and focus. However  I was just diagnosed with hypo-thyroid so they maybe the cause of the constant fatigue. I have tried other ADHD medications  almost all of them on the market and not one of them came close to helping me like Adderall has.
,1/15/2011 17:40,(65-74),Female,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,5,5,5,0,
,1/15/2011 2:42,(35-44),Female,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,2,3,4,2,Taking 20mg a day.  Feels like someone threw a set of brakes on me.  Quiets my personality & I'm up writing this at 1
teacherparent,1/14/2011 13:14,(45-54),Male,None,None,Attention Deficit Disorder with Hyperactivity,2,2,5,0,The Dr. wisely started my 15yr old son on a 10mg then 20mg  then three days of 30mg. She allowed us to evaluate his reactions. We are in our second week and second day of the 30mg. the worst side effect I have seen is that in the evening  after his shower  his is getting Gout like symptons in both of his feet which goes away by morning. I am not sure if it is gout  and would like to know if Adderall might increase uric acid in the blood stream.
Hyper mom,1/13/2011 18:43,(25-34),Female,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,5,5,5,7,This medication has helped my ADHD tremdously over a period of 16 years of being treated with this medication I have never had a problem plateau on it. There are very many mg and forms of this medication thatbwith careful Dr. Oversight you can switch up the mg amount or the form so that you don't plateau.
,1/13/2011 14:42,,,None,None,Other,4,4,4,0,
,1/11/2011 2:50,,,None,None,Attention Deficit Disorder with Hyperactivity,4,4,4,1,
